"","lab_number","sample_code","year","site","plot","top","bottom","pH","bray_p","olsen_p","total_carbon","inorganic_carbon","total_p","lead","bulk_density","ksat","k","loi_om","depth_increment_height","dry_mass","radius"
"190",190,"19.009.40-60",2019,9,9,40,60,7.9,11,3,0.668,0.9,304,13,2.27320896949485,NA,NA,NA,20,157.47,1.05
"191",191,"19.009.60-80",2019,9,9,60,80,8,14,4,0.79,1.1,288,5.5,1.73027768516958,NA,NA,NA,20,119.86,1.05
"192",192,"19.009.80-100",2019,9,9,80,100,8.1,13,5,0.582,1.9,256,8.5,2.17793254097726,NA,NA,NA,20,150.87,1.05
"193",193,"19.010.0-10",2019,10,10,0,10,7.3,25,NA,1.31,NA,386,7,1.91361263095344,NA,NA,NA,10,66.28,1.05
"194",194,"19.010.10-20",2019,10,10,10,20,7.6,24,12,2.215,1.9,386,0,1.40893627626023,NA,NA,NA,10,48.8,1.05
"195",195,"19.010.20-40",2019,10,10,20,40,8,2,4,2.084,6.2,394,0,1.84172223489016,NA,NA,NA,20,127.58,1.05
"196",196,"19.010.40-60",2019,10,10,40,60,8.2,2,3,1.53,5.6,391,5,2.01841670232279,NA,NA,NA,20,139.82,1.05
"197",197,"19.010.60-80",2019,10,10,60,80,8.3,1,3,1.913,8.5,400,3.5,1.42683669616353,NA,NA,NA,20,98.84,1.05
"198",198,"19.010.80-100",2019,10,10,80,100,8.2,1,6,2.356,6,516,10.5,1.48328076214896,NA,NA,NA,20,102.75,1.05
"199",199,NA,2019,11,11,0,10,6.6,77,NA,4.48,NA,487,507.5,1.15024633701245,NA,NA,NA,10,39.84,1.05
"200",200,NA,2019,11,11,10,20,6.8,70,NA,4.56,NA,649,381,1.33877817889727,NA,NA,NA,10,46.37,1.05
"201",201,NA,2019,11,11,20,40,6.7,47,NA,3.441,NA,644,236,1.18763511729435,NA,NA,NA,20,82.27,1.05
"202",202,NA,2019,11,11,40,60,6.8,52,NA,1.719,NA,420,114,1.45541962471881,NA,NA,NA,20,100.82,1.05
"203",203,NA,2019,11,11,60,80,7,31,NA,0.718,NA,306,56,1.30369913021579,NA,NA,NA,20,90.31,1.05
"204",204,NA,2019,11,11,80,100,7,30,NA,0.94,NA,328,48,1.55213963548667,NA,NA,NA,20,107.52,1.05
"205",205,NA,2019,12,12,0,10,6.9,77,NA,4.057,NA,750,1250,1.16901290626591,NA,NA,NA,10,40.49,1.05
"206",206,NA,2019,12,12,10,20,7.1,54,NA,3.214,NA,666,1055,1.24436789972983,NA,NA,NA,10,43.1,1.05
"207",207,NA,2019,12,12,20,40,7.3,47,NA,2.505,NA,536,422.5,0.884627202963387,NA,NA,NA,20,61.28,1.05
"208",208,NA,2019,12,12,40,60,7.4,35,NA,1.203,0.3,370,162,1.24667763133026,NA,NA,NA,20,86.36,1.05
"209",209,NA,2019,12,12,60,80,7.5,37,21,0.681,0.3,250,88,1.16670317466549,NA,NA,NA,20,80.82,1.05
"210",210,NA,2019,12,12,80,100,7.5,38,16,0.780333333333333,0.1,306,267.5,2.16609516652507,NA,NA,NA,20,150.05,1.05
"211",211,NA,2019,13,13,0,10,7.1,20,NA,4.357,NA,747,840,1.12541672230786,NA,NA,NA,10,38.98,1.05
"212",212,NA,2019,13,13,10,20,7.2,17,NA,3.151,NA,458,680,0.881451322012801,NA,NA,NA,10,30.53,1.05
"213",213,NA,2019,13,13,20,40,7.3,14,NA,2.07,NA,438,505.5,NA,NA,NA,NA,20,NA,1.05
"214",214,NA,2019,13,13,40,60,7.4,21,NA,0.928,0.1,262,125,1.2961925025144,NA,NA,NA,20,89.79,1.05
"215",215,NA,2019,13,13,60,80,7.6,20,9,0.547666666666667,NA,363,35,0.677617508275153,NA,NA,NA,20,46.94,1.05
"216",216,NA,2019,13,13,80,100,8.1,11,4,0.952,4.9,424,15.5,1.65708806508106,NA,NA,NA,20,114.79,1.05
"217",217,NA,2019,14,14,0,10,7.1,36,NA,5.797,NA,561,775,0.90223890641664,NA,NA,NA,10,31.25,1.05
"218",218,NA,2019,14,14,10,20,7.3,30,NA,4.994,NA,409,474,1.22444646467615,NA,NA,NA,10,42.41,1.05
"219",219,NA,2019,14,14,20,40,7.6,24,10,3.224,NA,420,121,1.08542949397547,NA,NA,NA,20,75.19,1.05
"220",220,NA,2019,14,14,40,60,8,15,5,1.93433333333333,6.3,338,19.5,1.57162799586527,NA,NA,NA,20,108.87,1.05
"221",221,NA,2019,14,14,60,80,8.1,9,5,2.018,7.5,255,21.5,1.73489714837043,NA,NA,NA,20,120.18,1.05
"222",222,NA,2019,14,14,80,100,7.7,22,11,3.46,3.2,420,210.5,1.62330824042482,NA,NA,NA,20,112.45,1.05
"223",223,NA,2019,15,15,0,10,7.4,42,NA,2.328,NA,532,231.5,NA,NA,NA,NA,10,NA,1.05
"224",224,NA,2019,15,15,10,20,7.6,39,10,1.472,0.6,371,266.5,NA,NA,NA,NA,10,NA,1.05
"225",225,NA,2019,15,15,20,40,7.6,34,12,1.877,0.1,414,89,1.04053408599218,NA,NA,NA,20,72.08,1.05
"226",226,NA,2019,15,15,40,60,8.1,16,8,0.893,2.7,282,36.5,1.27641542568575,NA,NA,NA,20,88.42,1.05
"227",227,NA,2019,15,15,60,80,7.9,19,8,1.508,1.7,256,48.5,1.66372854343228,NA,NA,NA,20,115.25,1.05
"228",228,NA,2019,15,15,80,100,7.6,33,15,0.972,0.5,355,8.5,0.852724035232495,NA,NA,NA,20,59.07,1.05
"229",229,NA,2019,16,16,0,10,7.1,20,NA,4.178,NA,551,690,0.724100856733739,NA,NA,NA,10,25.08,1.05
"230",230,NA,2019,16,16,10,20,7.3,14,NA,2.495,NA,399,277.5,1.49064303162532,NA,NA,NA,10,51.63,1.05
"231",231,NA,2019,16,16,20,40,7.8,10.5,4,2.378,NA,322,101,0.683536195501247,NA,NA,NA,20,47.35,1.05
"232",232,NA,2019,16,16,40,60,NA,NA,NA,NA,NA,NA,54.5,0.288139017153218,NA,NA,NA,20,19.96,1.05
"233",233,NA,2019,16,16,60,80,8.3,4,1,1.894,8.1,308,42,1.02552083058941,NA,NA,NA,20,71.04,1.05
"234",234,NA,2019,16,16,80,100,8.5,3,1,1.649,6,243,5,2.08308918713474,NA,NA,NA,20,144.3,1.05
"235",235,NA,2019,17,17,0,10,7.4,12,NA,7.433,1.1,535,11,1.14504944091149,NA,NA,NA,10,39.66,1.05
"236",236,NA,2019,17,17,10,20,7.4,18,NA,7.743,NA,577,18,0.832658241953789,NA,NA,NA,10,28.84,1.05
"237",237,NA,2019,17,17,20,40,7.4,17,NA,5.609,0.8,562,19,0.756004024464631,NA,NA,NA,20,52.37,1.05
"238",238,NA,2019,17,17,40,60,7.4,45,NA,3.665,1,626,30.5,1.02768620396481,NA,NA,NA,20,71.19,1.05
"239",239,NA,2019,17,17,60,80,7.6,82,51,1.475,2.3,481,15,1.50753294395344,NA,NA,NA,20,104.43,1.05
"240",240,NA,2019,17,17,80,100,7.7,25,22,2.962,3.2,306,24,NA,NA,NA,NA,20,NA,1.05
"241",241,NA,2019,18,18,0,10,7.2,30,NA,5.369,NA,573,82.5,1.12050854265695,NA,NA,NA,10,38.81,1.05
"242",242,NA,2019,18,18,10,20,7.2,22,NA,6.343,NA,536,171.5,NA,NA,NA,NA,10,NA,1.05
"243",243,NA,2019,18,18,20,40,7.6,3,7,2.665,3.4,407,84,1.16655881644046,NA,NA,NA,20,80.81,1.05
"244",244,NA,2019,18,18,40,60,7.7,1,6,2.914,6.9,411,64,1.3026886226406,NA,NA,NA,20,90.24,1.05
"245",245,NA,2019,18,18,60,80,7.8,1,5,2.894,6.5,352,41,1.1397081865855,NA,NA,NA,20,78.95,1.05
"246",246,NA,2019,18,18,80,100,7.8,9,7,3.038,4.6,385,302,NA,NA,NA,NA,20,NA,1.05
"247",247,NA,2019,19,19,0,10,7.6,8,9,3.239,NA,388,19,1.4764959255727,NA,NA,NA,10,51.14,1.05
"248",248,NA,2019,19,19,10,20,7.8,2,4,2.438,3.5,355,29,1.32722952089513,NA,NA,NA,10,45.97,1.05
"249",249,NA,2019,19,19,20,40,8,4,5,2.741,4.9,422,22,1.63630048067722,NA,NA,NA,20,113.35,1.05
"250",250,NA,2019,19,19,40,60,7.9,19,8,1.115,1.1,473,11,1.72421463971846,NA,NA,NA,20,119.44,1.05
"251",251,NA,2019,19,19,60,80,8.3,15,7,0.683,4.6,207,11.5,1.45830678921934,NA,NA,NA,20,101.02,1.05
"252",252,NA,2019,19,19,80,100,8.1,17,6,1.147,2.3,287,21,1.66690442438287,NA,NA,NA,20,115.47,1.05
"253",253,NA,2019,20,20,0,10,7.2,59,NA,6.046,NA,735,100,0.812159374000003,NA,NA,NA,10,28.13,1.05
"254",254,NA,2019,20,20,10,20,7.3,41,NA,4.425,NA,563,104,1.26486676768362,NA,NA,NA,10,43.81,1.05
"255",255,NA,2019,20,20,20,40,7.6,28,11,2.481,2.1,498,48.5,0.546684598175971,NA,NA,NA,20,37.87,1.05
"256",256,NA,2019,20,20,40,60,7.9,15,7,1.334,3.8,376,14,1.16771368224067,NA,NA,NA,20,80.89,1.05
"257",257,NA,2019,20,20,60,80,7.9,68,13,4.387,2,649,211,1.32044468431888,NA,NA,NA,20,91.47,1.05
"258",258,NA,2019,20,20,80,100,7.9,39,7,12.026,1.7,460,260.5,0.739980261486672,NA,NA,NA,20,51.26,1.05
"259",259,NA,2019,21,21,0,10,7.5,18,13,3.775,NA,518,17.5,1.35061555334945,NA,NA,NA,10,46.78,1.05
"260",260,NA,2019,21,21,10,20,7.8,12,9,2.291,NA,412,13,1.23859357072876,NA,NA,NA,10,42.9,1.05
"261",261,NA,2019,21,21,20,40,7.9,17,19,0.649,1.1,496,12,1.46913365609634,NA,NA,NA,20,101.77,1.05
"262",262,NA,2019,21,21,40,60,8.1,3,7,0.806,3.5,230,19,2.2160431123843,NA,NA,NA,20,153.51,1.05
"263",263,NA,2019,21,21,60,80,7.8,6,6,0.742333333333333,1.4,344,8.5,0.924470073070746,NA,NA,NA,20,64.04,1.05
"264",264,NA,2019,21,21,80,100,8.2,4,6,1.009,2.9,283,11,2.09709193496233,NA,NA,NA,20,145.27,1.05
"265",265,NA,2019,22,22,0,10,7.7,30,11,1.298,NA,322,37,1.38266307930537,NA,NA,NA,10,47.89,1.05
"266",266,NA,2019,22,22,10,20,8,22,8,1.355,NA,233,24.5,1.32751823734519,NA,NA,NA,10,45.98,1.05
"267",267,NA,2019,22,22,20,40,8.1,30,9,2.241,3.1,754,51.5,1.41297830656097,NA,NA,NA,20,97.88,1.05
"268",268,NA,2019,22,22,40,60,8.1,25,12,1.38233333333333,3.1,313,71.5,1.23527333155315,NA,NA,NA,20,85.57,1.05
"269",269,NA,2019,22,22,60,80,8.1,27,11,1.655,NA,317,42.5,0.903393772216854,NA,NA,NA,20,62.58,1.05
"270",270,NA,2019,22,22,80,100,8,34,16,1.681,2.9,329,37,1.72710180421899,NA,NA,NA,20,119.64,1.05
"271",271,NA,2019,23,23,0,10,NA,NA,NA,NA,NA,NA,16,0.397562551723428,NA,NA,NA,10,13.77,1.05
"272",272,NA,2019,23,23,10,20,7.6,3,12,6.977,NA,547,35.5,0.89964045836616,NA,NA,NA,10,31.16,1.05
"273",273,NA,2019,23,23,20,40,7.8,10,10,11.16,5,566,309,1.13523308160967,NA,NA,NA,20,78.64,1.05
"274",274,NA,2019,23,23,40,60,7.8,7,12,7.557,9.9,585,373.5,1.22675619627658,NA,NA,NA,20,84.98,1.05
"275",275,NA,2019,23,23,60,80,8,20,11,8.255,7.6,527,185,1.37746618320441,NA,NA,NA,20,95.42,1.05
"276",276,NA,2019,23,23,80,100,8,2,15,4.006,11.5,492,101,1.23585076445326,NA,NA,NA,20,85.61,1.05
"277",277,NA,2019,24,24,0,10,7.4,29,NA,9.001,NA,547,517,0.845939198656242,NA,NA,NA,10,29.3,1.05
"278",278,NA,2019,24,24,10,20,7.7,29,11,4.739,NA,403,364.5,0.959982196427305,NA,NA,NA,10,33.25,1.05
"279",279,NA,2019,24,24,20,40,7.9,44,14,4.466,4.1,529,1210,1.3221769830192,NA,NA,NA,20,91.59,1.05
"280",280,NA,2019,24,24,40,60,8,39,19,3.795,3.3,478,1089,1.63947636162781,NA,NA,NA,20,113.57,1.05
"281",281,NA,2019,24,24,60,80,8,18,17,5.09,NA,548,339.5,0.745321515812658,NA,NA,NA,20,51.63,1.05
"282",282,NA,2019,25,25,0,10,7.4,27,NA,6.444,NA,481,52,0.735360798285818,NA,NA,NA,10,25.47,1.05
"283",283,NA,2019,25,25,10,20,7.7,12,14,4.214,4.2,478,70,1.46696828272094,NA,NA,NA,10,50.81,1.05
"284",284,NA,2019,25,25,20,40,7.7,86,34,3.644,1.9,588,112.5,0.867015499510135,NA,NA,NA,20,60.06,1.05
"285",285,NA,2019,25,25,40,60,7.9,55,27,3.091,NA,496,71.5,0.497169726991825,NA,NA,NA,20,34.44,1.05
"286",286,NA,2019,25,25,60,80,8,66,28,1.812,1.7,535,60,1.53351742445824,NA,NA,NA,20,106.23,1.05
"287",287,NA,2019,25,25,80,100,8.1,55,26,1.583,2.2,593,55.5,1.42972386066406,NA,NA,NA,20,99.04,1.05
"288",288,NA,2019,26,26,0,10,7,84,NA,2.663,NA,677,195,1.14649302316175,NA,NA,NA,10,39.71,1.05
"289",289,NA,2019,26,26,10,20,7.2,76,NA,2.46,NA,619,161.5,1.0985660924529,NA,NA,NA,10,38.05,1.05
"290",290,NA,2019,26,26,20,40,7.4,64,NA,1.751,0.4,445,165,0.975139810055105,NA,NA,NA,20,67.55,1.05
"291",291,NA,2019,26,26,40,60,7.3,31,NA,0.408,NA,263,36,1.49699479352649,NA,NA,NA,20,103.7,1.05
"292",292,NA,2019,26,26,60,80,7.5,29,21,0.378,0.2,327,51.5,1.74139326849663,NA,NA,NA,20,120.63,1.05
"293",293,NA,2019,26,26,80,100,7.3,27,NA,0.339,NA,322,18,1.54189020150978,NA,NA,NA,20,106.81,1.05
"294",294,NA,2019,27,27,0,10,7.3,58,NA,3.616,NA,501,301.5,1.22675619627658,NA,NA,NA,10,42.49,1.05
"295",295,NA,2019,27,27,10,20,7.3,54,NA,2.588,NA,494,206,0.959982196427305,NA,NA,NA,10,33.25,1.05
"296",296,NA,2019,27,27,20,40,7.8,34,19,1.058,1.4,350,91.5,1.16208371146463,NA,NA,NA,20,80.5,1.05
"297",297,NA,2019,27,27,40,60,7.8,61,20,5.592,0.1,571,180,1.0444317580679,NA,NA,NA,20,72.35,1.05
"298",298,NA,2019,27,27,60,80,7.6,40,22,0.709,0.2,334,230,1.02147880028866,NA,NA,NA,20,70.76,1.05
"299",299,NA,2019,27,27,80,100,7.7,48,22,0.697,0.4,249,86,1.03014029379026,NA,NA,NA,20,71.36,1.05
"300",300,NA,2019,28,28,0,10,7.1,35,NA,2.665,NA,555,179.5,1.38266307930537,NA,NA,NA,10,47.89,1.05
"301",301,NA,2019,28,28,10,20,7.5,21,10,2.42,NA,395,103.5,0.898196876115894,NA,NA,NA,10,31.11,1.05
"302",302,NA,2019,28,28,20,40,7.9,13,8,1.005,1.8,388,34,1.35552373300036,NA,NA,NA,20,93.9,1.05
"303",303,NA,2019,28,28,40,60,7.9,16,9,0.918,1.8,343,24,1.16627009999041,NA,NA,NA,20,80.79,1.05
"304",304,NA,2019,28,28,60,80,8.2,5,4,1.437,7,327,6.5,1.12483928940775,NA,NA,NA,20,77.92,1.05
"305",305,NA,2019,28,28,80,100,8,3,3,1.681,6.6,268,4,0.827172629402776,NA,NA,NA,20,57.3,1.05
"306",306,NA,2019,29,29,0,10,7.2,97,NA,7.256,NA,755,351.5,1.18749075906933,NA,NA,NA,10,41.13,1.05
"307",307,NA,2019,29,29,10,20,7.3,101,NA,4.65,NA,806,332.5,1.18720204261927,NA,NA,NA,10,41.12,1.05
"308",308,NA,2019,29,29,20,40,7.3,84,NA,4.999,NA,849,311,0.243387967394953,NA,NA,NA,20,16.86,1.05
"309",309,NA,2019,29,29,40,60,7.4,80,NA,3.656,NA,732,259.5,0.366958608017776,NA,NA,NA,20,25.42,1.05
"310",310,NA,2019,29,29,60,80,7.7,37,24,1.068,0.5,359,38,0.868603439985428,NA,NA,NA,20,60.17,1.05
"311",311,NA,2019,29,29,80,100,7.5,35,23,0.992,0.1,412,95,1.1072275859545,NA,NA,NA,20,76.7,1.05
"312",312,NA,2019,30,30,0,10,7,33,NA,4.242,NA,923,304,1.51835981083044,NA,NA,NA,10,52.59,1.05
"313",313,NA,2019,30,30,10,20,7.3,25,NA,3.431,NA,505,262,1.33762331309705,NA,NA,NA,10,46.33,1.05
"314",314,NA,2019,30,30,20,40,7.7,12,5,1.501,0.4,369,64,0.675307776674727,NA,NA,NA,20,46.78,1.05
"315",315,NA,2019,30,30,40,60,8,10,4,0.815,0.3,321,17,1.08629564332563,NA,NA,NA,20,75.25,1.05
"316",316,NA,2019,30,30,60,80,7.9,15,6,1.07166666666667,2.2,262,25,1.43665305546534,NA,NA,NA,20,99.52,1.05
"317",317,NA,2019,30,30,80,100,8,11,5,0.644,NA,436,14.5,0.288427733603272,NA,NA,NA,20,19.98,1.05
"318",318,NA,2019,31,31,0,10,6.6,170,NA,3.363,NA,1037,455,1.315680862893,NA,NA,NA,10,45.57,1.05
"319",319,NA,2019,31,31,10,20,7,134,NA,3.325,NA,912,433,0.972108287329545,NA,NA,NA,10,33.67,1.05
"320",320,NA,2019,31,31,20,40,7.5,86,45,1.658,0.5,563,64.5,1.04573098209314,NA,NA,NA,20,72.44,1.05
"321",321,NA,2019,31,31,40,60,7.6,73,41,1.321,0.7,486,69.5,1.06738471584714,NA,NA,NA,20,73.94,1.05
"322",322,NA,2019,31,31,60,80,7.8,63,43,1.611,1.3,458,48,0.729009036384645,NA,NA,NA,20,50.5,1.05
"323",323,NA,2019,31,31,80,100,7.8,72,35,1.436,NA,352,68.5,0.626659054840742,NA,NA,NA,20,43.41,1.05
"324",324,NA,2019,32,32,0,10,6.4,79,NA,3.951,NA,812,600,0.824862897802349,NA,NA,NA,10,28.57,1.05
"325",325,NA,2019,32,32,10,20,7.1,72,NA,3.166,NA,647,345.5,0.901950189966587,NA,NA,NA,10,31.24,1.05
"326",326,NA,2019,32,32,20,40,7.7,59,29,2.044,0.6,521,134.5,1.05381504269464,NA,NA,NA,20,73,1.05
"327",327,NA,2019,32,32,40,60,7.8,38.5,20,1.516,0.8,327,80,1.08210925479986,NA,NA,NA,20,74.96,1.05
"328",328,NA,2019,32,32,60,80,7.9,28,16,1.607,NA,432,55,0.461224528960187,NA,NA,NA,20,31.95,1.05
"329",329,NA,2019,32,32,80,100,7.8,26,16,0.929,0.2,307,11,1.09351355457697,NA,NA,NA,20,75.75,1.05
"330",330,NA,2019,33,33,0,10,7.4,65,NA,7.942,NA,708,67.5,1.14822532186207,NA,NA,NA,10,39.77,1.05
"331",331,NA,2019,33,33,10,20,7.9,36,20,3.97966666666667,NA,302,101,1.84201095134021,NA,NA,NA,10,63.8,1.05
"332",332,NA,2019,33,33,20,40,7.9,22,11,0.986,0.4,300,17,1.54030226103449,NA,NA,NA,20,106.7,1.05
"333",333,NA,2019,33,33,40,60,7.9,15,9,0.554,0.3,278,4.5,0.879719023312481,NA,NA,NA,20,60.94,1.05
"334",334,NA,2019,33,33,60,80,7.8,15,10,0.675,0.4,304,10,0.969365481054038,NA,NA,NA,20,67.15,1.05
"335",335,NA,2019,33,33,80,100,7.8,17,9,0.625,NA,230,12,1.1007314658283,NA,NA,NA,20,76.25,1.05
"336",336,NA,2019,34,34,0,10,5.9,83,NA,2.651,NA,702,90.5,1.18287129586847,NA,NA,NA,10,40.97,1.05
"337",337,NA,2019,34,34,10,20,6.2,53,NA,1.635,NA,465,32,1.44300481736652,NA,NA,NA,10,49.98,1.05
"338",338,NA,2019,34,34,20,40,6.5,31,NA,1.331,NA,310,22,0.726988021234272,NA,NA,NA,20,50.36,1.05
"339",339,NA,2019,34,34,40,60,6.8,34,NA,0.83,NA,248,16,1.0487625048187,NA,NA,NA,20,72.65,1.05
"340",340,NA,2019,34,34,60,80,7,17,NA,0.305,NA,162,5.5,1.31091704146712,NA,NA,NA,20,90.81,1.05
"341",341,NA,2019,34,34,80,100,7.1,11,NA,0.195,NA,142,0,1.63745534647743,NA,NA,NA,20,113.43,1.05
"342",342,NA,2019,35,35,0,10,6.8,171,NA,2.699,NA,593,134,1.35090426979951,NA,NA,NA,10,46.79,1.05
"343",343,NA,2019,35,35,10,20,6.4,68,NA,2.198,NA,399,68,1.17074520496623,NA,NA,NA,10,40.55,1.05
"344",344,NA,2019,35,35,20,40,6.7,56,NA,1.412,NA,549,14,1.16237242791469,NA,NA,NA,20,80.52,1.05
"345",345,NA,2019,35,35,40,60,6.7,17,NA,0.704,NA,241,6,1.27078545490971,NA,NA,NA,20,88.03,1.05
"346",346,NA,2019,35,35,60,80,6.4,8,NA,0.232,NA,171,0,1.58981713221863,NA,NA,NA,20,110.13,1.05
"347",347,NA,2019,35,35,80,100,6.3,12,NA,0.274,NA,125,8,0.825873405377536,NA,NA,NA,20,57.21,1.05
"348",348,NA,2019,36,36,0,10,6.1,39,NA,6.622,NA,765,284.5,0.502366623092785,NA,NA,NA,10,17.4,1.05
"349",349,NA,2019,36,36,10,20,6.8,15,NA,2.175,NA,455,119.5,1.36678367455244,NA,NA,NA,10,47.34,1.05
"350",350,NA,2019,36,36,20,40,7.2,10,NA,1.91,NA,310,36,0.839443078530042,NA,NA,NA,20,58.15,1.05
"351",351,NA,2019,36,36,40,60,7.5,19,11,1.083,0.3,289,17,1.30932910099183,NA,NA,NA,20,90.7,1.05
"352",352,NA,2019,36,36,60,80,7.7,14,9,0.409,0.1,234,11,1.19615225257092,NA,NA,NA,20,82.86,1.05
"353",353,NA,2019,36,36,80,100,7.9,15,7,0.178,0.3,236,11.5,1.52904231948241,NA,NA,NA,20,105.92,1.05
"354",354,"21.45.135.0-10",2021,45,135,0,10,7.3,17,NA,6.788,NA,656,60.5,1.2160736876246,NA,NA,NA,10,42.12,1.05
"355",355,"21.45.135.10-20",2021,45,135,10,20,7.7,20,10,2.171,0.4,368,35,1.68956866571206,NA,NA,NA,10,58.52,1.05
"356",356,"21.45.135.20-40",2021,45,135,20,40,7.6,23,12,1.699,0.7,277,17.5,0.639506936868115,NA,NA,NA,20,44.3,1.05
"357",357,"21.45.135.40-60",2021,45,135,40,60,7.8,22,10,1.029,NA,252,12.5,0.232994175193033,NA,NA,NA,20,16.14,1.05
"358",358,"21.45.135.60-80",2021,45,135,60,80,7.7,25,12,0.684,0.2,190,0,0.590280782134023,NA,NA,NA,20,40.89,1.05
"359",359,"21.45.135.80-100",2021,45,135,80,100,7.9,24,12,0.284,NA,171,8,1.54824196341095,NA,NA,NA,20,107.25,1.05
"360",360,"21.45.136.0-10",2021,45,136,0,10,6.6,137,NA,3.4,NA,561,88.5,1.11733266170637,NA,NA,NA,10,38.7,1.05
"361",361,"21.45.136.10-20",2021,45,136,10,20,7,160,NA,6.459,NA,721,126,0.901950189966587,NA,NA,NA,10,31.24,1.05
"362",362,"21.45.136.20-40",2021,45,136,20,40,6,79,NA,2.953,NA,542,150.5,0.813458598025243,NA,NA,NA,20,56.35,1.05
"363",363,"21.45.136.40-60",2021,45,136,40,60,5.7,48,NA,1.331,NA,350,57.5,1.24075894410416,NA,NA,NA,20,85.95,1.05
"364",364,"21.45.136.60-80",2021,45,136,60,80,6.6,28,NA,0.663,NA,223,10,1.25375118435656,NA,NA,NA,20,86.85,1.05
"365",365,"21.45.136.80-100",2021,45,136,80,100,7,24,NA,0.272,NA,179,4.5,1.27280647006008,NA,NA,NA,20,88.17,1.05
"366",366,"21.45.137.0-10",2021,45,137,0,10,5.9,143,NA,3.452,NA,747,143,1.00184608168504,NA,NA,NA,10,34.7,1.05
"367",367,"21.45.137.10-20",2021,45,137,10,20,6.2,111,NA,2.664,NA,645,154.5,1.67397797740918,NA,NA,NA,10,57.98,1.05
"368",368,"21.45.137.20-40",2021,45,137,20,40,6.5,67,NA,1.433,NA,478,124.5,1.15587630778849,NA,NA,NA,20,80.07,1.05
"369",369,"21.45.137.40-60",2021,45,137,40,60,7.1,52,NA,0.778,NA,295,26,1.44646941476716,NA,NA,NA,20,100.2,1.05
"370",370,"21.45.137.60-80",2021,45,137,60,80,7.1,54,NA,0.324,NA,260,8.5,1.26876443975934,NA,NA,NA,20,87.89,1.05
"371",371,"21.45.137.80-100",2021,45,137,80,100,7.3,48,NA,0.345,NA,228,8,1.30499835424103,NA,NA,NA,20,90.4,1.05
"372",372,"21.46.138.0-10",2021,46,138,0,10,7.5,200,116,4.177,1.8,1124,13.5,1.0639201184465,NA,NA,NA,10,36.85,1.05
"373",373,"21.46.138.10-20",2021,46,138,10,20,7.5,163,101,2.991,1.7,819,15,1.75077655312336,NA,NA,NA,10,60.64,1.05
"374",374,"21.46.138.20-40",2021,46,138,20,40,7.7,116,64,1.59066666666667,2.4,500,9.5,0.800466357772843,NA,NA,NA,20,55.45,1.05
"375",375,"21.46.138.40-60",2021,46,138,40,60,8,63,33,2.353,5.4,300,9.5,1.35942140507608,NA,NA,NA,20,94.17,1.05
"376",376,"21.46.138.60-80",2021,46,138,60,80,8,27,17,2.054,4.8,281,10.5,1.69173403908746,NA,NA,NA,20,117.19,1.05
"377",377,"21.46.138.80-100",2021,46,138,80,100,7.9,27,23,1.493,4.1,271,22,1.79596067755671,NA,NA,NA,20,124.41,1.05
"378",378,"21.46.139.0-10",2021,46,139,0,10,7.4,99,NA,5.222,NA,841,30,0.724100856733739,NA,NA,NA,10,25.08,1.05
"379",379,"21.46.139.10-20",2021,46,139,10,20,7.4,102,NA,5.059,NA,851,12.5,0.778379549343764,NA,NA,NA,10,26.96,1.05
"380",380,"21.46.139.20-40",2021,46,139,20,40,7.5,102,66,4.036,1.7,859,12.5,0.632722100291861,NA,NA,NA,20,43.83,1.05
"381",381,"21.46.139.40-60",2021,46,139,40,60,7.9,39,22,1.63,3.6,395,5.5,1.77820461587843,NA,NA,NA,20,123.18,1.05
"382",382,"21.46.139.60-80",2021,46,139,60,80,8.1,32,16,1.546,4.4,231,5,1.7601598377501,NA,NA,NA,20,121.93,1.05
"383",383,"21.46.140.0-10",2021,46,140,0,10,7.4,506,NA,7.864,NA,1167,12.5,0.756148382689658,NA,NA,NA,10,26.19,1.05
"384",384,"21.46.140.10-20",2021,46,140,10,20,7.4,134,NA,3.575,1,757,12,2.1229320572421,NA,NA,NA,10,73.53,1.05
"385",385,"21.46.140.20-40",2021,46,140,20,40,7.5,90,62,1.763,1.9,431,12.5,1.54391121666015,NA,NA,NA,20,106.95,1.05
"386",386,"21.46.140.40-60",2021,46,140,40,60,7.5,151,101,3.489,3.1,620,8.5,1.03158387604053,NA,NA,NA,20,71.46,1.05
"387",387,"21.46.140.60-80",2021,46,140,60,80,7.5,136,114,3.637,3.7,604,11,0.417917061452188,NA,NA,NA,20,28.95,1.05
"388",388,"21.46.140.80-100",2021,46,140,80,100,7.5,154,138,4.489,3.2,750,10,0.452707393683613,NA,NA,NA,20,31.36,1.05
"389",389,"21.46.141.0-10",2021,46,141,0,10,7,704,NA,4.885,NA,1330,14,1.22502389757626,NA,NA,NA,10,42.43,1.05
"390",390,"21.46.141.10-20",2021,46,141,10,20,7.1,248,NA,3.938,NA,1189,18,2.34668730603342,NA,NA,NA,10,81.28,1.05
"391",391,"21.46.141.20-40",2021,46,141,20,40,7.3,192,NA,2.641,NA,705,12.5,1.4851574190743,NA,NA,NA,20,102.88,1.05
"392",392,"21.46.141.40-60",2021,46,141,40,60,7.5,133,64,2.136,5,447,7,1.57263850344046,NA,NA,NA,20,108.94,1.05
